policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-12608,,N,N,IF,S,I,,2024-08-07,2024-08-11,2025-08-10,,AG1108,SM1032,MEMBER-006974,MEMBER-006435,MEMBER-003170,,,1168249.65,94901.16,M,63267.44,,,No,3,765428.39,No,9994064243,Urban,,,,IND,POL-12608,UIN-808,Plan C,IND_HEALTH
POL-15987,POL-18971,Y,N,IF,U,I,,2024-08-09,2024-08-13,2025-08-12,,AG1100,SM1038,MEMBER-001668,MEMBER-003639,MEMBER-003126,,,1913556.94,132593.46,H,132593.46,,,No,3,1273715.49,No,9435047825,Urban,2004943.74,2024-08-13,2024-08-12,IND,POL-18971,UIN-776,Plan A,PERSONAL_ACCIDENT
POL-19776,,N,N,IF,U,I,,2024-08-07,2024-08-11,2025-08-10,,AG1020,SM1007,MEMBER-006009,MEMBER-001853,MEMBER-006957,,,1084645.22,106695.57,Q,53347.79,,2025-06-11,Yes,3,608246.29,No,9369299918,Rural,,,,IND,POL-19776,UIN-692,Plan C,GROUP_HEALTH
POL-11894,POL-18012,Y,N,IF,S,I,,2024-08-06,2024-08-06,2025-08-05,,AG1087,SM1025,MEMBER-000624,MEMBER-000558,MEMBER-000798,MEMBER-004669,,2366696.74,177843.56,M,177843.56,,,No,4,1575304.9,No,9387942378,Rural,2377652.14,2024-08-06,2024-08-05,IOC,POL-18012,UIN-884,Plan B,PERSONAL_ACCIDENT
POL-19394,,N,N,IF,S,I,,2024-08-01,2024-08-01,2025-07-31,,AG1026,SM1019,MEMBER-003211,MEMBER-003482,,,,1119767.64,99198.96,H,49599.48,,,No,2,779918.23,No,9552908644,Rural,,,,IOC,POL-19394,UIN-847,Plan C,CRITICAL_ILLNESS
POL-16911,,N,N,IF,U,I,,2024-08-08,2024-08-10,2025-08-09,,AG1022,SM1045,MEMBER-002419,MEMBER-002514,MEMBER-003856,,,2396708.41,81010.22,Y,81010.22,,,No,3,1481585.41,No,9508693100,Urban,,,,IND,POL-16911,UIN-821,Plan B,TERM_LIFE
POL-18276,POL-19816,Y,N,CP,S,I,,2024-08-12,2024-08-14,2025-08-13,2025-07-09,AG1021,SM1047,MEMBER-006299,MEMBER-004648,,,,1710807.84,66810.57,H,33405.29,,,No,2,1027836.98,No,9114417648,Urban,1421998.86,2024-08-14,2024-08-13,ORG,POL-19816,UIN-100,Plan A,IND_HEALTH
POL-17045,,N,N,IF,U,I,,2024-08-04,2024-08-05,2025-08-04,,AG1033,SM1017,MEMBER-006100,MEMBER-006141,MEMBER-003432,MEMBER-003543,,838665.09,52845.45,H,26422.72,,,No,4,577683.97,No,9846672277,Urban,,,,IND,POL-17045,UIN-513,Plan B,TERM_LIFE
POL-19101,POL-13525,N,Y,IF,S,I,,2024-08-09,2024-08-09,2025-08-08,,AG1011,SM1036,MEMBER-002672,MEMBER-004835,MEMBER-005889,MEMBER-003170,MEMBER-004545,1539936.26,90047.85,M,75039.88,2024-08-09,,No,5,1014671.9,No,9581061849,Rural,1664151.03,,2024-08-08,IND,POL-13525,UIN-884,Plan C,PERSONAL_ACCIDENT
POL-12653,,N,N,XP,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1050,SM1017,MEMBER-005142,MEMBER-004397,MEMBER-001904,,,218252.5,9257.99,M,5400.49,,,No,3,151658.17,No,9458595766,Urban,,,,IND,POL-12653,UIN-871,Plan C,IND_HEALTH
POL-10519,,N,N,IF,S,I,,2024-08-03,2024-08-05,2025-08-04,,AG1108,SM1042,MEMBER-006777,,,,,1974614.35,70076.5,H,70076.5,,,No,1,1360273.68,No,9992374476,Rural,,,,IND,POL-10519,UIN-218,Plan B,PERSONAL_ACCIDENT
POL-12985,POL-15709,Y,N,IF,U,I,,2024-08-04,2024-08-05,2025-08-04,,AG1037,SM1039,MEMBER-001250,MEMBER-000947,MEMBER-004432,MEMBER-001500,MEMBER-005686,2029327.9,152675.33,H,76337.66,,,No,5,1438527.67,No,9866505627,Urban,1504752.08,2024-08-05,2024-08-04,IND,POL-15709,UIN-145,Plan A,FAMILY_HEALTH_OPTIMA
POL-14972,,N,N,IF,S,I,,2024-08-10,2024-08-13,2025-08-12,,AG1114,SM1034,MEMBER-003610,MEMBER-002066,MEMBER-003797,MEMBER-000050,,1078274.5,45716.11,H,45716.11,,,No,4,549804.6,No,9904073845,Urban,,,,IND,POL-14972,UIN-850,Plan C,PERSONAL_ACCIDENT
POL-15996,,N,N,IF,S,I,,2024-08-11,2024-08-15,2025-08-14,,AG1006,SM1042,MEMBER-003151,,,,,1885266.7,132813.81,Q,33203.45,,,No,1,1002641.16,No,9495623294,Rural,,,,IOC,POL-15996,UIN-733,Plan A,CRITICAL_ILLNESS
POL-19413,POL-14340,N,Y,IF,U,I,,2024-08-10,2024-08-13,2025-08-12,,AG1083,SM1032,MEMBER-001139,,,,,2349397.66,144126.2,Q,108094.65,2024-08-13,,No,1,1199504.88,No,9452571604,Rural,2431447.15,,2024-08-12,IND,POL-14340,UIN-991,Plan B,CRITICAL_ILLNESS
POL-11229,,N,N,IF,S,I,,2024-08-02,2024-08-02,2025-08-01,,AG1040,SM1018,MEMBER-002597,MEMBER-001192,MEMBER-005322,MEMBER-006155,,1748411.49,67151.03,Q,50363.27,,,No,4,1136349.58,No,9373680106,Rural,,,,IOC,POL-11229,UIN-324,Plan B,CRITICAL_ILLNESS
POL-13064,POL-15270,Y,N,IF,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1073,SM1017,MEMBER-003707,MEMBER-005281,,,,120721.79,9048.36,Y,9048.36,,,No,2,64208.11,No,9582133457,Urban,118107.63,2024-08-09,2024-08-08,IND,POL-15270,UIN-773,Plan B,PERSONAL_ACCIDENT
POL-13779,,N,N,XP,U,I,,2024-08-04,2024-08-05,2025-08-04,,AG1098,SM1014,MEMBER-006476,MEMBER-002752,MEMBER-001998,MEMBER-001427,MEMBER-002701,550596.53,39789.43,H,39789.43,,,No,5,319046.52,No,9478139564,Rural,,,,ORG,POL-13779,UIN-164,Plan C,TERM_LIFE
POL-14607,POL-18077,Y,N,IF,U,I,,2024-08-04,2024-08-04,2025-08-03,,AG1099,SM1024,MEMBER-001457,,,,,379981.62,17235.69,Y,17235.69,,,No,1,208749.79,No,9471757414,Rural,346278.57,2024-08-04,2024-08-03,IND,POL-18077,UIN-274,Plan C,TERM_LIFE
POL-10870,POL-18591,Y,N,XP,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1075,SM1032,MEMBER-001821,MEMBER-000747,MEMBER-001812,,,457240.54,29642.23,Y,29642.23,,,No,3,300909.29,No,9145341209,Urban,390963.0,2024-08-07,2024-08-06,IND,POL-18591,UIN-115,Plan A,TERM_LIFE
POL-19224,,N,N,IF,U,I,,2024-08-02,2024-08-06,2025-08-05,,AG1109,SM1031,MEMBER-006375,MEMBER-006335,MEMBER-001967,MEMBER-001452,MEMBER-005205,788076.66,37795.93,Y,37795.93,,,No,5,549020.09,No,9151722617,Rural,,,,IND,POL-19224,UIN-396,Plan C,FAMILY_HEALTH_OPTIMA
POL-15745,,N,N,CP,S,I,,2024-08-06,2024-08-11,2025-08-10,2024-10-01,AG1028,SM1012,MEMBER-002977,MEMBER-003146,MEMBER-003591,MEMBER-003921,,439054.2,18562.49,M,4640.62,,,No,4,268268.25,No,9435289911,Urban,,,,IND,POL-15745,UIN-664,Plan C,FAMILY_HEALTH_OPTIMA
POL-18068,,N,N,TM,S,G,E,2024-08-09,2024-08-09,2025-08-08,2024-09-13,AG1030,SM1019,MEMBER-003279,MEMBER-005280,,,,9480984.95,744675.91,Y,744675.91,,,No,2,5271012.72,No,9378179119,Rural,,,,IND,POL-18068,UIN-144,Plan B,FAMILY_HEALTH_OPTIMA
POL-18538,,N,N,IF,S,I,,2024-08-06,2024-08-10,2025-08-09,,AG1109,SM1007,MEMBER-004344,MEMBER-002878,MEMBER-000869,MEMBER-000558,,1851386.43,168762.46,Y,168762.46,,,No,4,1015934.34,No,9243323421,Rural,,,,IND,POL-18538,UIN-798,Plan B,FAMILY_HEALTH_OPTIMA
POL-12040,,N,N,IF,U,I,,2024-08-12,2024-08-12,2025-08-11,,AG1100,SM1007,MEMBER-006726,MEMBER-001381,MEMBER-003295,MEMBER-001291,MEMBER-002810,371992.66,29155.4,Q,21866.55,,,No,5,285558.46,No,9876877728,Rural,,,,IOC,POL-12040,UIN-254,Plan C,GROUP_HEALTH
POL-19845,,N,N,IF,S,I,,2024-08-06,2024-08-10,2025-08-09,,AG1054,SM1023,MEMBER-006309,MEMBER-001775,MEMBER-006234,MEMBER-005871,MEMBER-001296,703103.59,38245.42,Y,38245.42,,,No,5,362082.49,No,9860431630,Urban,,,,SPP,POL-19845,UIN-297,Plan C,GROUP_HEALTH
POL-10098,POL-13239,Y,N,IF,S,I,,2024-08-05,2024-08-09,2025-08-08,,AG1015,SM1025,MEMBER-003098,MEMBER-000614,MEMBER-000422,,,2095534.23,100712.23,M,16785.37,,,No,3,1319438.11,No,9727151325,Urban,2348760.74,2024-08-09,2024-08-08,ORG,POL-13239,UIN-589,Plan C,PERSONAL_ACCIDENT
POL-15514,,N,N,CP,S,G,E,2024-08-11,2024-08-11,2025-08-10,2025-02-09,AG1024,SM1003,MEMBER-006201,,,,,1541612.42,58307.85,Y,58307.85,,,No,1,1044790.29,No,9246819263,Urban,,,,IOC,POL-15514,UIN-344,Plan B,CRITICAL_ILLNESS
POL-10695,,N,N,IF,S,I,,2024-08-10,2024-08-11,2025-08-10,,AG1026,SM1009,MEMBER-000703,MEMBER-003903,,,,1253159.74,88105.22,H,88105.22,,2024-12-26,Yes,2,818034.84,No,9109979919,Rural,,,,IND,POL-10695,UIN-449,Plan A,GROUP_HEALTH
POL-13278,POL-18347,N,Y,TM,S,I,,2024-08-04,2024-08-08,2025-08-07,2024-08-12,AG1146,SM1022,MEMBER-000969,MEMBER-006456,MEMBER-001972,MEMBER-002191,,2264595.63,223694.17,H,111847.09,2024-08-08,,No,4,1451394.07,No,9552505991,Urban,2234527.55,,2024-08-07,ORG,POL-18347,UIN-858,Plan C,TERM_LIFE
POL-16389,POL-17023,Y,N,IF,U,I,,2024-08-06,2024-08-08,2025-08-07,,AG1034,SM1002,MEMBER-003262,MEMBER-004364,MEMBER-002192,,,300263.58,8413.2,Y,8413.2,,,No,3,239632.58,No,9126671858,Urban,282589.74,2024-08-08,2024-08-07,IND,POL-17023,UIN-956,Plan C,CRITICAL_ILLNESS
POL-14353,,N,N,IF,S,I,,2024-08-08,2024-08-12,2025-08-11,,AG1053,SM1015,MEMBER-006045,MEMBER-001120,MEMBER-002847,MEMBER-006088,,916071.1,54971.01,Q,54971.01,,,No,4,502420.74,No,9033239722,Rural,,,,IND,POL-14353,UIN-356,Plan C,TERM_LIFE
POL-15081,,N,N,IF,S,I,,2024-08-05,2024-08-05,2025-08-04,,AG1145,SM1049,MEMBER-005945,MEMBER-004611,MEMBER-004295,MEMBER-001020,MEMBER-002918,1659361.02,69375.97,H,69375.97,,,No,5,945494.68,No,9958711160,Rural,,,,IND,POL-15081,UIN-101,Plan B,TERM_LIFE
POL-15975,,N,N,IF,S,I,,2024-08-03,2024-08-03,2025-08-02,,AG1125,SM1000,MEMBER-003306,,,,,797627.07,48345.17,Y,48345.17,,,No,1,542558.48,No,9378790065,Rural,,,,IOC,POL-15975,UIN-321,Plan C,CRITICAL_ILLNESS
POL-12370,,N,N,IF,S,I,,2024-08-09,2024-08-11,2025-08-10,,AG1077,SM1004,MEMBER-000773,MEMBER-000735,MEMBER-001593,MEMBER-003205,MEMBER-006590,961581.74,20035.39,M,20035.39,,,No,5,742711.4,No,9680971343,Rural,,,,DIR,POL-12370,UIN-428,Plan C,FAMILY_HEALTH_OPTIMA
POL-16982,,N,N,IF,U,I,,2024-08-05,2024-08-07,2025-08-06,,AG1133,SM1003,MEMBER-005667,MEMBER-000784,MEMBER-005502,MEMBER-005564,MEMBER-000345,2092850.56,116050.34,Q,58025.17,,2025-04-10,Yes,5,1577747.1,No,9300834801,Urban,,,,ORG,POL-16982,UIN-143,Plan A,IND_HEALTH
POL-18404,,N,N,CP,S,I,,2024-08-05,2024-08-06,2025-08-05,2025-02-07,AG1116,SM1013,MEMBER-002039,MEMBER-003496,,,,411835.26,29360.72,Y,29360.72,,2024-09-12,Yes,2,320061.38,No,9219990580,Rural,,,,IND,POL-18404,UIN-825,Plan B,TERM_LIFE
POL-16061,,N,N,IF,U,I,,2024-08-08,2024-08-11,2025-08-10,,AG1076,SM1032,MEMBER-003358,MEMBER-002016,MEMBER-003976,,,1607021.61,118670.27,Y,118670.27,,2024-12-10,Yes,3,953980.68,No,9590532137,Rural,,,,IND,POL-16061,UIN-464,Plan A,IND_HEALTH
POL-19619,POL-16123,Y,N,IF,S,I,,2024-08-03,2024-08-08,2025-08-07,,AG1017,SM1013,MEMBER-003254,MEMBER-003394,MEMBER-005476,MEMBER-000917,MEMBER-004210,2350178.75,94358.28,M,78631.9,,,No,5,1879928.24,No,9566665474,Urban,2571462.25,2024-08-08,2024-08-07,IND,POL-16123,UIN-960,Plan B,IND_HEALTH
POL-15085,,N,N,IF,S,I,,2024-08-11,2024-08-12,2025-08-11,,AG1118,SM1045,MEMBER-004462,MEMBER-005725,MEMBER-002049,,,108386.61,5791.49,Y,5791.49,,,No,3,73314.4,No,9052135847,Rural,,,,DIR,POL-15085,UIN-561,Plan C,IND_HEALTH
POL-16839,,N,N,CP,S,I,,2024-08-09,2024-08-09,2025-08-08,2025-07-16,AG1070,SM1040,MEMBER-000196,MEMBER-005034,MEMBER-000613,MEMBER-000171,,1128590.48,95303.49,Q,23825.87,,,No,4,762755.55,No,9227631104,Urban,,,,DIR,POL-16839,UIN-868,Plan A,TERM_LIFE
POL-19844,,N,N,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1090,SM1028,MEMBER-003364,MEMBER-004544,MEMBER-003812,MEMBER-006108,MEMBER-002873,387428.98,19920.5,Y,19920.5,,,No,5,222121.41,No,9259730140,Urban,,,,SPP,POL-19844,UIN-972,Plan B,PERSONAL_ACCIDENT
POL-15188,,N,N,IF,S,I,,2024-08-11,2024-08-12,2025-08-11,,AG1027,SM1003,MEMBER-000661,,,,,1640658.43,56158.11,H,28079.06,,,No,1,1017979.71,No,9470053693,Urban,,,,DIR,POL-15188,UIN-555,Plan B,FAMILY_HEALTH_OPTIMA
POL-12685,POL-18539,N,Y,IF,U,I,,2024-08-12,2024-08-15,2025-08-14,,AG1106,SM1000,MEMBER-003684,,,,,412788.31,20819.3,Y,20819.3,2024-08-15,,No,1,319361.69,No,9500502419,Urban,360341.65,,2024-08-14,IND,POL-18539,UIN-466,Plan C,FAMILY_HEALTH_OPTIMA
POL-11002,,N,N,IF,U,I,,2024-08-08,2024-08-12,2025-08-11,,AG1139,SM1011,MEMBER-002333,MEMBER-000564,MEMBER-004115,MEMBER-000123,MEMBER-005720,291670.18,4489.51,H,2244.76,,,No,5,228756.45,No,9980166341,Urban,,,,DIR,POL-11002,UIN-119,Plan B,TERM_LIFE
POL-14715,POL-16672,Y,N,XP,S,G,N,2024-08-09,2024-08-13,2025-08-12,,AG1011,SM1028,MEMBER-001748,MEMBER-006336,MEMBER-001341,MEMBER-005954,,7737877.18,532515.42,Y,532515.42,,,No,4,4708209.08,No,9794467428,Urban,5931285.51,2024-08-13,2024-08-12,ORG,POL-16672,UIN-953,Plan A,FAMILY_HEALTH_OPTIMA
POL-17769,POL-15523,N,Y,IF,S,I,,2024-08-09,2024-08-10,2025-08-09,,AG1069,SM1046,MEMBER-005269,MEMBER-000168,MEMBER-006816,MEMBER-005654,,145255.57,10735.39,H,10735.39,2024-08-10,,No,4,110785.28,No,9207402965,Rural,136257.44,,2024-08-09,DIR,POL-15523,UIN-136,Plan A,TERM_LIFE
POL-15347,,N,N,IF,S,I,,2024-08-10,2024-08-10,2025-08-09,,AG1031,SM1046,MEMBER-006953,MEMBER-004011,,,,2149644.85,135450.62,Q,67725.31,,,No,2,1289702.47,No,9727655367,Rural,,,,IND,POL-15347,UIN-884,Plan A,PERSONAL_ACCIDENT
POL-18394,,N,N,IF,U,I,,2024-08-02,2024-08-02,2025-08-01,,AG1059,SM1039,MEMBER-002071,MEMBER-006186,,,,2408471.26,139004.05,Q,69502.02,,,No,2,1918208.34,No,9734193264,Rural,,,,IND,POL-18394,UIN-489,Plan A,TERM_LIFE
POL-14723,,N,N,IF,U,I,,2024-08-10,2024-08-13,2025-08-12,,AG1010,SM1024,MEMBER-000162,MEMBER-001670,MEMBER-002819,MEMBER-006942,MEMBER-002250,962883.48,42314.36,Q,31735.77,,,No,5,563778.57,No,9268768773,Urban,,,,IND,POL-14723,UIN-284,Plan C,FAMILY_HEALTH_OPTIMA
POL-13552,,N,N,IF,S,I,,2024-08-07,2024-08-08,2025-08-07,,AG1028,SM1032,MEMBER-005557,MEMBER-003492,MEMBER-004112,MEMBER-003279,,2038126.79,109186.72,M,72791.15,,,No,4,1326105.43,No,9841605051,Rural,,,,SPP,POL-13552,UIN-803,Plan A,CRITICAL_ILLNESS
POL-19093,POL-17912,Y,N,IF,S,I,,2024-08-08,2024-08-09,2025-08-08,,AG1016,SM1028,MEMBER-006496,MEMBER-005864,MEMBER-005959,,,985598.53,14993.48,Y,14993.48,,,No,3,747409.64,No,9910016843,Urban,776374.56,2024-08-09,2024-08-08,IND,POL-17912,UIN-894,Plan A,FAMILY_HEALTH_OPTIMA
POL-15983,POL-15409,Y,N,IF,S,I,,2024-08-04,2024-08-06,2025-08-05,,AG1124,SM1032,MEMBER-003310,MEMBER-003674,MEMBER-000157,MEMBER-004797,MEMBER-006796,1640892.19,155759.47,H,155759.47,,,No,5,1190271.27,No,9991314217,Rural,1501416.45,2024-08-06,2024-08-05,IND,POL-15409,UIN-916,Plan C,CRITICAL_ILLNESS
POL-10507,POL-13740,N,Y,IF,S,I,,2024-08-04,2024-08-07,2025-08-06,,AG1091,SM1045,MEMBER-004578,MEMBER-002299,MEMBER-001823,MEMBER-002301,MEMBER-003755,673302.72,8342.93,Y,8342.93,2024-08-07,,No,5,523393.41,No,9599077966,Rural,609235.06,,2024-08-06,ORG,POL-13740,UIN-740,Plan B,TERM_LIFE
POL-19208,,N,N,IF,U,I,,2024-08-10,2024-08-10,2025-08-09,,AG1068,SM1042,MEMBER-001641,MEMBER-001470,MEMBER-003216,,,1617097.2,92334.63,Q,46167.32,,,No,3,1142291.38,No,9640036556,Urban,,,,ORG,POL-19208,UIN-201,Plan A,GROUP_HEALTH
POL-16568,,N,N,IF,S,I,,2024-08-12,2024-08-16,2025-08-15,,AG1014,SM1046,MEMBER-005676,MEMBER-003981,MEMBER-006624,MEMBER-006494,,540318.54,20222.82,Y,20222.82,,,No,4,362093.88,No,9522594640,Urban,,,,IND,POL-16568,UIN-268,Plan A,FAMILY_HEALTH_OPTIMA
POL-17016,,N,N,IF,U,I,,2024-08-08,2024-08-10,2025-08-09,,AG1031,SM1039,MEMBER-003841,MEMBER-005325,MEMBER-002264,MEMBER-006467,,1120464.55,59185.43,Q,29592.72,,,No,4,712896.88,No,9958488622,Urban,,,,DIR,POL-17016,UIN-953,Plan B,PERSONAL_ACCIDENT
POL-11512,,N,N,IF,U,I,,2024-08-09,2024-08-12,2025-08-11,,AG1068,SM1042,MEMBER-006005,MEMBER-006662,MEMBER-003363,,,1072211.53,95229.91,Q,23807.48,,,No,3,699683.83,No,9154847297,Urban,,,,IND,POL-11512,UIN-363,Plan B,TERM_LIFE
POL-19500,POL-18578,Y,N,IF,U,G,N,2024-08-05,2024-08-07,2025-08-06,,AG1013,SM1043,MEMBER-005484,MEMBER-000755,,,,8738622.39,590073.12,Y,590073.12,,,No,2,4925824.31,No,9357427009,Rural,10184498.7,2024-08-07,2024-08-06,IND,POL-18578,UIN-976,Plan C,IND_HEALTH
POL-10962,POL-11775,Y,N,IF,U,I,,2024-08-10,2024-08-11,2025-08-10,,AG1055,SM1003,MEMBER-004711,MEMBER-000287,,,,1362307.13,55055.28,Q,55055.28,,,No,2,729214.15,No,9825131387,Rural,1566231.09,2024-08-11,2024-08-10,IOC,POL-11775,UIN-474,Plan B,TERM_LIFE
POL-15080,POL-13176,Y,N,XP,U,G,E,2024-08-08,2024-08-09,2025-08-08,,AG1111,SM1042,MEMBER-005427,MEMBER-003668,MEMBER-001851,MEMBER-002316,MEMBER-002625,4436679.86,339419.86,Y,339419.86,,,No,5,3238616.0,No,9665975905,Urban,5090848.74,2024-08-09,2024-08-08,SPP,POL-13176,UIN-862,Plan B,CRITICAL_ILLNESS
POL-17983,POL-13332,N,Y,IF,U,I,,2024-08-10,2024-08-12,2025-08-11,,AG1146,SM1018,MEMBER-001258,,,,,1183742.68,35687.55,H,17843.78,2024-08-12,,No,1,633677.13,No,9415448996,Rural,871931.98,,2024-08-11,SPP,POL-13332,UIN-567,Plan A,CRITICAL_ILLNESS
POL-16987,POL-14311,N,Y,IF,S,I,,2024-08-11,2024-08-13,2025-08-12,,AG1041,SM1008,MEMBER-001053,MEMBER-003874,,,,1850761.46,102749.71,Y,102749.71,2024-08-13,,No,2,1070423.13,No,9550268229,Urban,1604010.34,,2024-08-12,ORG,POL-14311,UIN-189,Plan C,FAMILY_HEALTH_OPTIMA
POL-19741,,N,N,IF,S,I,,2024-08-05,2024-08-07,2025-08-06,,AG1067,SM1047,MEMBER-000787,,,,,146073.0,4748.77,Q,4748.77,,,No,1,95476.1,No,9276073453,Rural,,,,IND,POL-19741,UIN-592,Plan C,TERM_LIFE
POL-11026,,N,N,IF,S,G,E,2024-08-06,2024-08-06,2025-08-05,,AG1096,SM1030,MEMBER-006974,MEMBER-004776,MEMBER-003789,MEMBER-006001,MEMBER-004483,5867133.64,275453.86,Y,275453.86,,,No,5,3268609.86,No,9135971376,Rural,,,,IND,POL-11026,UIN-713,Plan C,TERM_LIFE
POL-10609,,N,N,IF,U,I,,2024-08-01,2024-08-01,2025-07-31,,AG1032,SM1028,MEMBER-006639,,,,,2003537.11,79475.57,H,39737.79,,,No,1,1348752.82,No,9290005301,Urban,,,,IND,POL-10609,UIN-991,Plan C,TERM_LIFE
POL-18680,,N,N,IF,U,I,,2024-08-04,2024-08-04,2025-08-03,,AG1058,SM1045,MEMBER-002907,MEMBER-005728,MEMBER-005821,MEMBER-002485,MEMBER-005331,1883055.53,130330.42,H,130330.42,,,No,5,1248139.58,No,9959046821,Urban,,,,IOC,POL-18680,UIN-294,Plan C,TERM_LIFE
POL-13669,POL-15532,N,Y,IF,U,I,,2024-08-11,2024-08-13,2025-08-12,,AG1136,SM1036,MEMBER-000578,MEMBER-000248,MEMBER-002284,MEMBER-005048,MEMBER-003135,654820.72,37492.18,H,37492.18,2024-08-13,,No,5,402257.76,No,9991836889,Rural,747130.46,,2024-08-12,IND,POL-15532,UIN-762,Plan A,CRITICAL_ILLNESS
POL-12880,,N,N,IF,S,I,,2024-08-02,2024-08-03,2025-08-02,,AG1130,SM1002,MEMBER-006852,MEMBER-002311,,,,1659674.44,104631.72,H,104631.72,,,No,2,1007906.4,No,9517160723,Urban,,,,SPP,POL-12880,UIN-178,Plan B,IND_HEALTH
POL-11800,,N,N,IF,S,G,N,2024-08-11,2024-08-13,2025-08-12,,AG1106,SM1014,MEMBER-000317,MEMBER-000580,MEMBER-002958,MEMBER-005446,MEMBER-005441,6939926.16,427390.67,Y,427390.67,,,No,5,5416357.33,No,9579652328,Urban,,,,DIR,POL-11800,UIN-256,Plan C,GROUP_HEALTH
POL-19437,POL-14982,N,Y,IF,U,I,,2024-08-07,2024-08-11,2025-08-10,,AG1083,SM1013,MEMBER-005576,MEMBER-004583,MEMBER-000989,MEMBER-000913,,2223165.1,76344.23,Y,76344.23,2024-08-11,,No,4,1672252.07,No,9051467492,Rural,1582096.65,,2024-08-10,IND,POL-14982,UIN-653,Plan B,IND_HEALTH
POL-15350,,N,N,IF,S,I,,2024-08-10,2024-08-14,2025-08-13,,AG1119,SM1040,MEMBER-001717,MEMBER-002090,,,,1474139.14,55865.9,Q,13966.48,,,No,2,943981.35,No,9064297848,Rural,,,,IND,POL-15350,UIN-374,Plan C,PERSONAL_ACCIDENT
POL-17488,POL-11023,Y,N,IF,S,G,E,2024-08-01,2024-08-03,2025-08-02,,AG1049,SM1028,MEMBER-003992,MEMBER-004451,MEMBER-004418,,,3225726.6,269082.83,Y,269082.83,,,No,3,2401941.28,No,9959356951,Urban,3173150.94,2024-08-03,2024-08-02,SPP,POL-11023,UIN-815,Plan B,PERSONAL_ACCIDENT
POL-18066,,N,N,IF,U,I,,2024-08-09,2024-08-13,2025-08-12,,AG1062,SM1012,MEMBER-004905,MEMBER-006443,MEMBER-003103,,,622242.42,23304.88,H,23304.88,,,No,3,340096.92,No,9955106049,Rural,,,,IND,POL-18066,UIN-389,Plan C,FAMILY_HEALTH_OPTIMA
POL-18736,POL-18002,Y,N,IF,U,G,E,2024-08-08,2024-08-10,2025-08-09,,AG1122,SM1047,MEMBER-000539,MEMBER-003335,MEMBER-001031,,,3014550.8,95821.21,Y,95821.21,,,No,3,2286301.61,No,9461871355,Urban,2118520.24,2024-08-10,2024-08-09,IND,POL-18002,UIN-236,Plan B,GROUP_HEALTH
POL-19441,,N,N,IF,S,I,,2024-08-12,2024-08-13,2025-08-12,,AG1013,SM1039,MEMBER-003585,MEMBER-001379,,,,1118590.81,69167.21,Y,69167.21,,,No,2,660222.58,No,9937353508,Urban,,,,SPP,POL-19441,UIN-168,Plan C,TERM_LIFE
POL-12575,,N,N,IF,U,I,,2024-08-05,2024-08-10,2025-08-09,,AG1145,SM1035,MEMBER-000938,MEMBER-000550,MEMBER-004110,MEMBER-000582,,493059.04,7556.39,Y,7556.39,,,No,4,310879.66,No,9016212662,Urban,,,,IND,POL-12575,UIN-273,Plan A,IND_HEALTH
POL-10409,,N,N,IF,U,I,,2024-08-06,2024-08-09,2025-08-08,,AG1022,SM1044,MEMBER-003154,MEMBER-000688,,,,104907.36,3958.04,Y,3958.04,,,No,2,68293.24,No,9099171553,Rural,,,,DIR,POL-10409,UIN-174,Plan B,IND_HEALTH
POL-16902,POL-17527,N,Y,CP,U,I,,2024-08-03,2024-08-05,2025-08-04,2024-08-19,AG1034,SM1009,MEMBER-000506,,,,,793653.0,14040.79,Y,14040.79,2024-08-05,,No,1,593790.95,No,9747980765,Rural,791955.17,,2024-08-04,IND,POL-17527,UIN-276,Plan C,CRITICAL_ILLNESS
POL-11040,,N,N,CP,U,I,,2024-08-04,2024-08-09,2025-08-08,2025-05-14,AG1014,SM1015,MEMBER-005336,MEMBER-001996,,,,271665.87,13871.98,Q,13871.98,,,No,2,171562.21,No,9697447834,Urban,,,,IND,POL-11040,UIN-471,Plan A,CRITICAL_ILLNESS
POL-13095,,N,N,IF,S,I,,2024-08-05,2024-08-09,2025-08-08,,AG1090,SM1047,MEMBER-002008,MEMBER-001762,MEMBER-005725,MEMBER-002139,,635907.38,25123.15,Y,25123.15,,,No,4,402792.38,No,9799036735,Rural,,,,IND,POL-13095,UIN-542,Plan C,FAMILY_HEALTH_OPTIMA
