mem_id,mem_tpa_member_id,mem_type,mem_first_name,mem_middle_name,mem_last_name,mem_full_name,mem_dob,mem_dod,mem_gender,mem_marital_status,mem_nationality,mem_citizenship_status,mem_occupation,mem_educational_qualification,mem_permanent_address_line1,mem_permanent_address_line2,mem_permanent_address_line3,mem_permanent_landmark,mem_permanent_city,mem_permanent_district,mem_permanent_state,mem_permanent_country,mem_permanent_pin_code,mem_communication_address_line1,mem_communication_address_line2,mem_communication_address_line3,mem_communication_landmark,mem_communication_city,mem_communication_district,mem_communication_state,mem_communication_country,mem_communication_pin_code,mem_telephone_type_1,mem_telephone_number_1,mem_telephone_type_2,mem_telephone_number_2,mem_email_1,mem_email_2,mem_acc_no,mem_late_enrollment_flag,mem_ped_non_discl_rem_flag,mem_chronic_disease_ind
MEMBER-005669,TPA-700611,I,Zain,Rania,Kunda,Shray Bali,1979-01-04,,F,S,Indian,R,DOCTOR,05,H.No. 217- Balasubramanian Ganj,Rout Path,Karnal,Behind Mall,Miryalaguda,Pallavaram,Chhattisgarh,India,649938,H.No. 217- Balasubramanian Ganj,Rout Path,Karnal,Behind Mall,Miryalaguda,Katihar,Chhattisgarh,India,649938,M,+915150863638,M,00605897348,nehmat06@example.com,omann@example.com,297318748111,No,0,0
MEMBER-005670,TPA-754076,I,Mehul,Yasmin,Deol,Jayant Dubey,1999-05-15,,M,S,Indian,R,FARMER,06,51/84 Anne Street,Wason,Gaya,Near Anne Street,Davanagere,Karnal,Telangana,India,728286,149- Bobal Nagar,Wason,Latur,Near Anne Street,Davanagere,Guntur,Telangana,India,728286,H,5748885367,,,arnavvarghese@example.net,,590740096770,No,0,0
MEMBER-005671,TPA-756369,I,Kavya,Lagan,Vaidya,Mahika Kar,1952-11-14,,F,M,Indian,R,FARMER,08,81 Srivastava Zila,Sha,Tadepalligudem,Behind Park,Tirunelveli,Bhagalpur,Bihar,India,334788,486- Bhandari Marg,Sha,Tadepalligudem,Behind Park,Tirunelveli,Bhagalpur,Bihar,India,334788,M,+917341349878,H,+919902364720,neysaluthra@example.net,,304545101467,No,0,0
MEMBER-005672,TPA-541175,I,Divij,Arhaan,,Ayesha Bhatt,1972-01-24,,M,M,Indian,N,MANAGER,08,H.No. 55 Shetty Path,Mandal Path,Haridwar,,Saharanpur,Nagercoil,Manipur,India,399553,H.No. 55 Shetty Path,Agate Street,Haridwar,,Saharanpur,Nagercoil,Assam,India,693692,M,3222736328,M,7002820500,gbhalla@example.org,,083951489301,No,0,0
MEMBER-005673,TPA-903868,I,Anahi,Riya,Ramesh,Hiran Deshmukh,1972-06-11,,M,M,Indian,R,STUDENT,02,014- Trivedi Path,Sanghvi Circle,Alappuzha,Near Gola Street,Unnao,Serampore,Kerala,India,840949,H.No. 189- Gala Road,Sanghvi Circle,Bidhannagar,Near Gola Street,Jaunpur,Serampore,Kerala,India,840949,M,01090762639,O,+918032138661,reyanshdube@example.net,,757633231073,No,0,0
MEMBER-005674,TPA-754818,B,Nishith,,Kohli,Ehsaan Gala,1992-03-22,,M,M,Indian,R,STUDENT,04,H.No. 474 Goel,Chowdhury Zila,Danapur,Near Bains Ganj,Karaikudi,Uluberia,Nagaland,India,569648,H.No. 474 Goel,Bakshi,Danapur,Near Bains Ganj,Silchar,Bharatpur,Nagaland,India,569648,H,4015802920,O,+916938144731,kondaanay@example.net,,961587171350,No,0,0
MEMBER-005675,TPA-700535,I,Kavya,Nishith,Kibe,Miraya Khalsa,1964-06-08,,O,M,Indian,R,BUSINESS,04,H.No. 875 Virk Path,Kashyap Zila,Bareilly,Opposite Doctor-Loke,Imphal,Morena,Andhra Pradesh,India,496010,H.No. 875 Virk Path,Kashyap Zila,Jalna,Near Chaudhuri Nagar,Imphal,Morena,Andhra Pradesh,India,496010,H,4036925060,M,,aarav26@example.org,,177737617683,No,0,0
MEMBER-005676,TPA-947322,I,Samiha,Yakshit,Soman,Aaina Raval,1999-05-20,,F,O,Indian,R,TEACHER,07,13/51- Sridhar Marg,Khare Nagar,Phagwara,Near Rattan,Vellore,Thiruvananthapuram,Meghalaya,India,587923,13/51- Sridhar Marg,Khare Nagar,Bhilai,Near Rattan,Vellore,Thiruvananthapuram,Meghalaya,India,587923,O,07843182708,,,zoya30@example.com,ladyuvaan@example.net,654343439713,No,0,0
MEMBER-005677,TPA-494126,I,,Keya,,Misha Samra,1982-11-01,,F,M,Indian,R,MANAGER,07,H.No. 90 Suresh,Seshadri Marg,Dharmavaram,Near Ravel Chowk,Unnao,Kirari Suleman Nagar,Uttarakhand,India,526165,H.No. 90 Suresh,Seshadri Marg,Dharmavaram,Near Ravel Chowk,Unnao,Kirari Suleman Nagar,Uttarakhand,India,526165,H,0591650095,H,,duttamamooty@example.org,,480238414287,No,0,0
MEMBER-005678,TPA-918433,I,Faiyaz,Bhamini,Mammen,Ehsaan Singhal,1976-02-23,,F,M,Indian,R,DOCTOR,08,76 Bora Chowk,Keer Circle,Pune,,Bidhannagar,Jammu,Meghalaya,India,083757,76 Bora Chowk,Keer Circle,Pune,,Bidhannagar,Jammu,Meghalaya,India,227864,H,2305262777,,,vsachdeva@example.net,,079332671231,No,0,1
MEMBER-005679,TPA-788674,I,Nitya,,Sule,Renee Tata,1964-03-08,,M,M,Indian,R,STUDENT,01,624 Tandon Circle,Kalita Ganj,Eluru,"Opposite Subramaniam, Kant and Zacharia",Delhi,Kirari Suleman Nagar,Gujarat,India,200546,68- Jani Circle,Goda Marg,Hajipur,"Opposite Subramaniam, Kant and Zacharia",Delhi,Kirari Suleman Nagar,Gujarat,India,200546,H,+911332427001,,9623152892,ssawhney@example.org,vkhanna@example.org,724217296386,No,0,0
MEMBER-005680,TPA-410810,B,Arhaan,Lavanya,,Onkar Gour,2003-01-02,,M,S,Indian,R,DOCTOR,08,05- Barad Nagar,Kala Road,Mehsana,"Opposite Doctor, Master and Dyal",Anantapuram,Bharatpur,Kerala,India,644605,H.No. 517- Datta Chowk,Kala Road,Mehsana,"Opposite Doctor, Master and Dyal",Anantapuram,Bharatpur,Kerala,India,644605,H,+915911287095,M,,pkrishnamurthy@example.net,,885345261056,No,0,0
MEMBER-005681,TPA-970613,I,Stuvan,Vanya,Hegde,Ishita Handa,1969-07-30,2015-09-30,M,M,Indian,N,BUSINESS,03,87- Vala Chowk,Sen Path,Jhansi,Behind School,Rajpur Sonarpur,Purnia,Assam,India,413078,87- Vala Chowk,Sen Path,Jhansi,Behind School,Rajpur Sonarpur,Purnia,Assam,India,413078,O,5307765918,O,,thamaneshani@example.org,,029917025055,No,0,0
MEMBER-005682,TPA-679546,I,Vihaan,Rhea,Balan,Rasha Ratti,1979-03-29,2018-02-25,F,M,Indian,R,STUDENT,06,H.No. 213- Shanker Street,Dash Street,Ambattur,Near Chaudry Circle,Rajkot,Agartala,Maharashtra,India,671348,H.No. 213- Shanker Street,Dash Street,Jalgaon,Near Chaudry Circle,Rajkot,Tenali,Maharashtra,India,635232,H,08048819693,H,,chowdhurychirag@example.com,drishya89@example.net,846076634611,No,0,1
MEMBER-005683,TPA-772922,I,,Mohanlal,Ratta,Aarna Bobal,1945-09-18,,M,D,Indian,R,STUDENT,06,78 Dey Road,Dhillon Circle,Nagaon,Near Thakur Path,Nizamabad,Rajpur Sonarpur,Chhattisgarh,India,596119,H.No. 94- Gupta Chowk,Dhillon Circle,Nagaon,Near Thakur Path,Nizamabad,Rajpur Sonarpur,Chhattisgarh,India,596119,M,05629440609,,,rajagopalshalv@example.org,,417241627615,No,0,0
MEMBER-005684,TPA-734032,B,Arhaan,,Dave,Armaan Cherian,1959-12-18,,F,M,Indian,R,ENGINEER,03,38 Gour,Deshmukh,Yamunanagar,Near Dey Ganj,Panvel,Jhansi,Madhya Pradesh,India,148737,81/46 Andra Chowk,Chander Nagar,Yamunanagar,Near Dey Ganj,Panvel,Jhansi,Madhya Pradesh,India,148737,M,+916738952823,,9765378346,dsunder@example.net,,926450711579,No,0,0
MEMBER-005685,TPA-896387,B,Khushi,Elakshi,Sandhu,Zoya Samra,1945-10-17,,F,W,Indian,R,BUSINESS,06,91/01- Vora Circle,Goyal Circle,Jaunpur,Near Sur Circle,Satara,Gulbarga,Gujarat,India,462141,91/01- Vora Circle,Goyal Circle,Jaunpur,Near Sur Circle,Satara,Gulbarga,Gujarat,India,462141,M,03464408921,O,,yakshitsandal@example.net,,898628930418,No,0,0
MEMBER-005686,TPA-729471,I,Anahi,Vritika,Boase,Heer Suri,1968-09-26,,M,D,Indian,R,TEACHER,02,06/05 Dass Zila,Dalal Chowk,Etawah,Near Sankar Ganj,Orai,Tinsukia,Nagaland,India,277006,06/05 Dass Zila,Dalal Chowk,Etawah,Near Sankar Ganj,Orai,Jhansi,Nagaland,India,277006,O,06828608902,,+917932683749,kavya18@example.com,,493229246548,No,0,0
MEMBER-005687,TPA-882257,I,Emir,,Lalla,Divyansh Vasa,1962-02-07,,F,M,Indian,R,GOVT_EMP,07,61/70- Thaker Nagar,Doshi Zila,Ambala,Behind Park,Noida,Bongaigaon,Meghalaya,India,637957,79 Viswanathan Circle,Doshi Zila,Ambala,Behind Park,Noida,Bongaigaon,Meghalaya,India,637957,O,+916547935934,,2699468645,manjariramanathan@example.net,,702037617624,No,0,0
MEMBER-005688,TPA-865206,I,Tara,Jivin,Guha,Darshit Ray,1968-07-10,,F,M,Indian,R,DOCTOR,04,01/94- Saxena Street,Mander Road,Bardhaman,,Akola,Vasai-Virar,Tamil Nadu,India,571481,01/94- Saxena Street,Walla Path,Bardhaman,,Akola,Vasai-Virar,Tamil Nadu,India,134521,M,+918339532823,,4815813154,edwinkrish@example.net,,110182920036,No,0,0
MEMBER-005689,TPA-808741,I,Dharmajan,Devansh,,Nitya Manne,1993-01-04,,F,S,Indian,R,BUSINESS,05,H.No. 554- Sami Road,Deep Ganj,Thiruvananthapuram,"Opposite Sunder, Tank and Sarna",Hubli–Dharwad,Berhampur,Jharkhand,India,807001,H.No. 554- Sami Road,Deep Ganj,Saharanpur,"Opposite Sunder, Tank and Sarna",Ambattur,Ambattur,Jharkhand,India,807001,M,+911882698167,M,,prerakrastogi@example.com,,216463585328,No,0,0
MEMBER-005690,TPA-811227,I,Arnav,Biju,Kapoor,Gatik Dasgupta,1988-05-30,,M,M,Indian,R,ENGINEER,05,72 Subramaniam Zila,Seth Marg,Sangli-Miraj & Kupwad,,Karnal,Chandigarh,Andhra Pradesh,India,185856,28 Kala Zila,Seth Marg,Aizawl,,Karnal,Chandigarh,Andhra Pradesh,India,185856,H,0698729106,M,00857679543,dinabram@example.net,,973634204208,No,0,0
MEMBER-005691,TPA-898054,B,Devansh,,Shah,Purab Bail,1968-01-01,2015-10-27,M,M,Indian,R,BUSINESS,06,62- Lal Road,Bhatnagar Street,Barasat,Opposite Chawla-Kata,Patiala,Jhansi,Jharkhand,India,010355,62- Lal Road,Dayal Street,Bettiah,Opposite Chawla-Kata,Patiala,Naihati,Jharkhand,India,010355,M,0672996482,M,,kadevihaan@example.net,,869825035261,No,0,0
MEMBER-005692,TPA-995695,I,Amira,,Bhagat,Heer Dhawan,1961-09-26,,M,M,Indian,N,DOCTOR,06,84- Ganesh Road,Banik Nagar,Kanpur,Opposite Mander PLC,Mehsana,Mysore,Haryana,India,188669,84- Ganesh Road,Banik Nagar,Kanpur,Opposite Mander PLC,Mehsana,Mysore,Haryana,India,188669,O,+910601737118,M,2189144414,yasmindada@example.net,tthakur@example.org,116290115958,No,0,0
MEMBER-005693,TPA-578362,I,Hrishita,Krish,Shukla,Samarth Sami,1974-04-02,,F,M,Indian,R,STUDENT,08,H.No. 690- Chahal Nagar,Sibal Path,Bally,,Pallavaram,Jabalpur,Telangana,India,650131,H.No. 690- Chahal Nagar,Sibal Path,Bally,,Pallavaram,Jabalpur,Telangana,India,650131,M,03897466756,M,1550614714,rajkashvi@example.org,,235467827033,No,0,0
MEMBER-005694,TPA-194009,I,Miraya,,Gera,Romil Gandhi,1967-05-21,,F,M,Indian,R,MANAGER,08,340 Rana Marg,Varty Path,Tenali,,Kavali,Kolhapur,Jharkhand,India,588939,340 Rana Marg,Varty Path,Tenali,,Kavali,Kolhapur,Jharkhand,India,588939,H,+914679429983,H,,pramaswamy@example.org,,620943556163,Yes,0,0
MEMBER-005695,TPA-647579,I,Reyansh,,Balay,Kartik Bava,1966-02-19,,M,M,Indian,R,TEACHER,06,H.No. 595 Bhatt Path,Verma,Hajipur,Near Chaudry Ganj,North Dumdum,Naihati,Tripura,India,282616,H.No. 595 Bhatt Path,Ramachandran Marg,Hajipur,Near Chaudry Ganj,North Dumdum,Naihati,Tripura,India,282616,M,03320145866,H,8153738634,ndhar@example.org,,115979179937,No,0,1
MEMBER-005696,TPA-409904,I,Zara,Anika,Bhargava,Damini Butala,1998-12-19,,M,M,Indian,R,RETIRED,06,98/013 Johal Chowk,Dash Zila,Tadipatri,Opposite Ratti PLC,Naihati,Morena,Chhattisgarh,India,438696,98/013 Johal Chowk,Dash Zila,Tadipatri,Opposite Ratti PLC,Naihati,Morena,Chhattisgarh,India,438696,M,2527402385,,+916258613490,bhaminiborra@example.net,yohannananya@example.org,559535124221,No,0,0
MEMBER-005697,TPA-252233,I,Kavya,,Boase,Prerak Gala,1946-12-21,,M,M,Indian,R,TEACHER,07,18/13 Varma Path,Sane Road,Indore,,Mira-Bhayandar,Eluru,Andhra Pradesh,India,554190,18/13 Varma Path,Sane Road,Indore,,Mira-Bhayandar,Nandyal,Andhra Pradesh,India,554190,M,03257146649,M,,ivanbatra@example.org,,632435281780,No,0,0
MEMBER-005698,TPA-661265,I,Heer,,Sen,Ehsaan Sood,1966-01-29,,F,M,Indian,R,BUSINESS,08,H.No. 785 Balakrishnan Chowk,Acharya Road,Sultan Pur Majra,,Mirzapur,Agra,Arunachal Pradesh,India,050281,H.No. 785 Balakrishnan Chowk,Edwin Street,Sultan Pur Majra,,Mirzapur,Agra,Karnataka,India,050281,M,+911709246866,,,boraritvik@example.org,sherearnav@example.org,493101069871,No,0,0
MEMBER-005699,TPA-921591,B,Neysa,,Agate,Yasmin Garg,1996-08-05,,F,M,Indian,R,TEACHER,05,80/929- Karnik,Banerjee Street,Pune,Behind Park,Surendranagar Dudhrej,Hapur,Goa,India,366671,80/929- Karnik,Banerjee Street,Pune,Behind Park,Surendranagar Dudhrej,Shahjahanpur,Sikkim,India,366671,H,+915885561135,H,01945808491,ishaansaini@example.org,onkargarg@example.com,499253677639,No,0,0
MEMBER-005700,TPA-483968,I,,Badal,Bhattacharyya,Ehsaan Chander,1991-08-31,,F,M,Indian,R,RETIRED,04,H.No. 226 Arora Zila,Sheth Street,Dewas,,Delhi,Agra,Tripura,India,595671,H.No. 226 Arora Zila,Sheth Street,Dewas,,Delhi,Agra,Kerala,India,595671,M,00880671717,,+915863467541,wchaudhari@example.net,,501301963578,No,0,0
MEMBER-005701,TPA-707418,I,Veer,Amani,Ahuja,Shalv Raval,2001-09-20,,M,S,Indian,R,DOCTOR,04,39/16- Kar Marg,Goda Road,Tiruchirappalli,Near Vig Circle,Aurangabad,Bhagalpur,Punjab,India,081611,39/16- Kar Marg,Rama Marg,Tiruchirappalli,Near Vig Circle,Aurangabad,Bhagalpur,Tamil Nadu,India,081611,H,6918938781,,,sethzain@example.net,,,No,0,1
MEMBER-005702,TPA-502756,I,Aarna,Baiju,Chana,Kartik Deshpande,1956-01-09,,F,M,Indian,R,RETIRED,07,43/074- Deol Zila,Sankar Zila,Panipat,Behind Park,Jalandhar,Bokaro,Maharashtra,India,492402,43/074- Deol Zila,Sankar Zila,Ambala,Near Ranganathan Street,Jalandhar,Bikaner,Jharkhand,India,492402,H,3454200443,,,kallaaarna@example.com,divij33@example.net,331741217074,No,0,0
MEMBER-005703,TPA-767709,I,Devansh,Adira,,Myra Shetty,1954-08-18,,F,M,Indian,R,RETIRED,07,824 Bora Path,Ben Ganj,Anantapuram,Near Wadhwa Street,Thane,Siwan,Goa,India,340634,824 Bora Path,Ben Ganj,Anantapuram,Opposite Bhakta- Khare and Kunda,Thane,Siwan,West Bengal,India,340634,H,+916643153835,,,wupadhyay@example.org,,792144260485,No,0,0
MEMBER-005704,TPA-696389,I,Dishani,,Mammen,Dishani Sridhar,1956-06-04,,M,W,Indian,R,PROF,08,52/257 Raja Marg,Choudhary Chowk,Meerut,Opposite Chandra Group,Etawah,Bharatpur,Manipur,India,482448,52/257 Raja Marg,Choudhary Chowk,Thanjavur,Opposite Chandra Group,Etawah,Bharatpur,Manipur,India,482448,H,0634107329,H,,bsagar@example.net,,971596604349,No,0,0
MEMBER-005705,TPA-360257,I,Ahana ,Nitara,Dash,Pari Dhar,1990-02-19,,M,M,Indian,R,BUSINESS,05,H.No. 144- Choudhry Zila,Arora Street,Alappuzha,Opposite Gill-Manne,Katni,Aligarh,Himachal Pradesh,India,045254,H.No. 144- Choudhry Zila,Arora Street,Thiruvananthapuram,Opposite Gill-Manne,Katni,Aligarh,Himachal Pradesh,India,045254,M,+919185522126,,,goyaltaran@example.org,,842902677636,No,0,0
MEMBER-005706,TPA-254069,B,Riya,,Chana,Ryan Cheema,1948-10-18,,M,M,Indian,R,DOCTOR,05,22 Iyer Marg,Kannan Street,Karimnagar,Near Grover Ganj,Asansol,Malda,West Bengal,India,647614,22 Iyer Marg,Kannan Street,Karimnagar,Near Grover Ganj,Asansol,Malda,West Bengal,India,647614,H,+916719678116,M,,raunaksur@example.net,,224699749067,No,0,0
MEMBER-005707,TPA-446401,I,Yuvaan,Amani,Savant,Advik Chakrabarti,1953-05-06,,F,S,Indian,N,BUSINESS,05,H.No. 91- Golla Path,Balasubramanian Street,Gaya,,Kota,Bally,Chhattisgarh,India,678785,52/77- Chaudhari,Balasubramanian Street,Gaya,,Ajmer,Bally,Chhattisgarh,India,678785,M,+918155553163,H,00741193976,manikya91@example.net,,219479163928,No,0,1
MEMBER-005708,TPA-692801,I,Zaina,,Krishnamurthy,Ivana Gour,1999-11-17,,M,M,Indian,R,TEACHER,03,11 Halder Marg,Sengupta Chowk,Buxar,"Opposite Sandal, Rama and Majumdar",Raurkela Industrial Township,Bulandshahr,Nagaland,India,276951,H.No. 40 Chawla Ganj,Sankar Marg,Vadodara,"Opposite Sandal, Rama and Majumdar",Bhagalpur,Chittoor,Himachal Pradesh,India,508965,H,4910772978,M,+917955598554,bajwapiya@example.org,,588836077915,No,0,0
MEMBER-005709,TPA-207944,I,Miraan,,,Damini Bansal,1963-06-06,,M,D,Indian,R,BUSINESS,04,73- Thaker Road,Srinivasan Marg,Nizamabad,"Opposite Goyal, Kannan and Randhawa",Mango,Tiruppur,Mizoram,India,403518,862 Datta Chowk,Srinivasan Marg,Nizamabad,"Opposite Goyal, Kannan and Randhawa",Mango,Tiruppur,Mizoram,India,403518,H,+917798250367,H,04855282000,zbahri@example.org,,749921902930,No,0,0
MEMBER-005710,TPA-408708,I,,Aaryahi,,Lagan Raju,1973-07-25,,M,M,Indian,N,FARMER,06,H.No. 052 Sarna Nagar,Walla Circle,South Dumdum,,Begusarai,Uluberia,Arunachal Pradesh,India,268062,18/56 Golla Road,Sane Path,Berhampore,,Katni,Uluberia,Arunachal Pradesh,India,268062,M,04414260599,M,,esule@example.com,,,Yes,0,0
MEMBER-005711,TPA-122306,I,Anahita,Alisha,,Divij Dube,1964-09-19,,F,M,Indian,R,DOCTOR,08,68/49 Soman Circle,Ghose Chowk,Ajmer,,Kollam,Ambarnath,Himachal Pradesh,India,962365,68/49 Soman Circle,Ghose Chowk,Ajmer,,Kollam,Ambarnath,Himachal Pradesh,India,962365,M,02820970273,M,+917289179956,ovarughese@example.net,,286717064381,No,0,1
MEMBER-005712,TPA-909814,I,Ishita,Mishti,Sridhar,Neysa Gole,2007-07-14,,M,S,Indian,R,DOCTOR,05,80- Sura Marg,Manda Zila,Fatehpur,Behind Mall,Nashik,Bathinda,Odisha,India,557578,80- Sura Marg,Manda Zila,Fatehpur,Behind Mall,Farrukhabad,Bathinda,Odisha,India,557578,H,03922682220,,09619712431,xsrinivas@example.com,,126062600957,No,0,0
MEMBER-005713,TPA-624747,I,Zain,Romil,,Anika Cherian,1947-11-22,,F,M,Indian,R,FARMER,06,29/773 Jha Zila,Sankaran Road,Hubli–Dharwad,Behind Mall,Amroha,Ahmednagar,Rajasthan,India,393071,29/773 Jha Zila,Sankaran Road,Hubli–Dharwad,Behind Mall,Amroha,Orai,Assam,India,393071,M,03680572042,,,nirvishukla@example.net,,749518861378,No,0,0
MEMBER-005714,TPA-424632,I,Hansh,Yasmin,Bhalla,Aniruddh Bava,1963-09-19,,M,O,Indian,R,BUSINESS,03,10/992 Gara Marg,Tailor Chowk,Ahmednagar,,Bongaigaon,Bhind,Uttar Pradesh,India,986446,10/992 Gara Marg,Tailor Chowk,Ahmednagar,,Bongaigaon,Bhind,Uttar Pradesh,India,986446,M,09712515151,H,,charvi21@example.net,,271882649531,No,0,1
MEMBER-005715,TPA-697144,I,Ojas,Shayak,Grover,Divyansh Ramaswamy,1950-06-26,,M,S,Indian,R,FARMER,02,11 Dasgupta Ganj,Bhagat Nagar,Ujjain,"Opposite Bedi, Apte and Saran",Srikakulam,Kanpur,Odisha,India,660488,11 Dasgupta Ganj,Bhagat Nagar,Ujjain,Opposite Master and Sons,Srinagar,Kanpur,Odisha,India,660488,M,2249432864,M,,faiyaz70@example.net,,381003500898,No,0,0
MEMBER-005716,TPA-748841,B,Vidur,,Borde,Samiha Sheth,2006-08-12,,M,M,Indian,R,TEACHER,05,04/27- Jaggi Zila,Batra Road,Tenali,Near Bhatt Circle,Hindupur,Khammam,Nagaland,India,324052,04/27- Jaggi Zila,Khanna Marg,Tenali,Near Bhatt Circle,Hindupur,Khammam,Nagaland,India,324052,H,01409214793,M,0859010317,rmalhotra@example.net,,409090846170,No,0,0
MEMBER-005717,TPA-930785,I,,Dhanuk,Gill,Miraan Ganesh,2007-07-01,,F,M,Indian,R,RETIRED,03,27- Chad Chowk,Wadhwa Path,Korba,"Opposite Basu, Walia and Barman",Gangtok,Guntur,Punjab,India,414082,27- Chad Chowk,Wadhwa Path,Korba,"Opposite Basu, Walia and Barman",Gangtok,Guntur,Punjab,India,414082,M,04876804900,H,02482821085,ayesha28@example.com,rohan55@example.net,869602317861,No,0,0
MEMBER-005718,TPA-998456,B,Bhamini,,,Saksham Dhillon,1996-03-27,,F,S,Indian,R,ENGINEER,08,42/95- Sura,Sidhu Ganj,Alwar,,Bardhaman,Medininagar,Andhra Pradesh,India,663774,42/95- Sura,Sidhu Ganj,Alwar,,Bardhaman,Medininagar,Andhra Pradesh,India,663774,H,01632974225,,,amani44@example.com,,,No,0,0
MEMBER-005719,TPA-303896,I,Hunar,,Bhasin,Jhanvi Bhardwaj,1992-04-06,,F,M,Indian,R,ENGINEER,07,H.No. 063 Ghosh Zila,Bhardwaj Marg,Farrukhabad,Opposite Kala Ltd,Mehsana,Bhalswa Jahangir Pur,Andhra Pradesh,India,367482,H.No. 063 Ghosh Zila,Zachariah Ganj,Farrukhabad,Opposite Kala Ltd,Rajahmundry,Bhalswa Jahangir Pur,Andhra Pradesh,India,367482,M,+916468851636,M,+912618119304,navyasaraf@example.com,,462918770255,No,0,1
MEMBER-005720,TPA-283630,I,Gatik,,,Badal Bir,1949-08-11,,F,S,Indian,R,GOVT_EMP,06,H.No. 786 Sem,Dhaliwal Street,Gurgaon,Opposite Basu Group,Erode,Muzaffarpur,Jharkhand,India,498562,H.No. 786 Sem,Dhaliwal Street,Gurgaon,Opposite Basu Group,Erode,Muzaffarpur,Jharkhand,India,498562,M,08885428823,M,,uthkarsh47@example.net,,,No,0,0
MEMBER-005721,TPA-299623,I,Uthkarsh,,Dube,Taran Bath,1968-04-13,2019-08-27,M,M,Indian,R,STUDENT,03,19/89 Rama Zila,Agrawal,Bhind,Behind Mall,Bareilly,Naihati,Haryana,India,344213,19/89 Rama Zila,Agrawal,Bhind,Behind Mall,Bareilly,Naihati,Haryana,India,956836,M,04568457630,H,,hirankumer@example.com,,632041011564,No,0,0
MEMBER-005722,TPA-213618,B,,Ryan,Bassi,Umang Ramanathan,1955-10-29,2023-06-25,M,M,Indian,R,ENGINEER,01,40/11 Kothari,Behl Path,Thanjavur,Opposite Vaidya-Krish,Hubli–Dharwad,Aligarh,Rajasthan,India,882322,40/11 Kothari,Behl Path,Thanjavur,Opposite Vaidya-Krish,Hubli–Dharwad,Morena,Rajasthan,India,747681,O,03927917020,,,vorapranay@example.net,,963297307549,No,0,0
MEMBER-005723,TPA-293938,I,Purab,,Chand,Elakshi Shankar,1969-08-06,,F,M,Indian,R,FARMER,03,76/12 Gill,Sawhney Street,Thane,Behind School,Chandigarh,Bhopal,Manipur,India,379678,76/12 Gill,Date Chowk,Buxar,Behind School,Thoothukudi,Bhiwandi,Manipur,India,379678,M,6687448262,M,08445306239,arnavupadhyay@example.com,,249196855009,No,0,0
MEMBER-005724,TPA-979950,I,Dhanuk,Hansh,Toor,Samiha Badal,1993-03-14,,M,S,Indian,R,FARMER,06,02/677- Bhandari Circle,Yogi,Ramagundam,Near Sabharwal Chowk,Vadodara,Tirunelveli,Maharashtra,India,484166,02/677- Bhandari Circle,Yogi,Ramagundam,,Vadodara,Tirunelveli,Maharashtra,India,484166,H,02274695649,O,+910879361797,shaanjain@example.com,behljayant@example.com,103501228330,No,0,0
MEMBER-005725,TPA-918240,I,Zaina,Nitya,Dugar,Misha Dara,1982-10-22,,M,S,Indian,R,PROF,06,83/03 Grover Chowk,Buch Nagar,Imphal,,Hospet,Nadiad,Jharkhand,India,161732,83/03 Grover Chowk,Mangat Marg,Imphal,,Hospet,Nadiad,Chhattisgarh,India,161732,O,08341842221,,3563402137,rajukhushi@example.org,,681200839558,No,0,0
MEMBER-005726,TPA-946282,I,Amani,,Thaker,Mahika D’Alia,1980-03-02,,M,M,Indian,R,DOCTOR,03,14/971 Sandhu Zila,Wable Chowk,Kolkata,Near Tailor Chowk,Raiganj,Rourkela,Maharashtra,India,223771,14/971 Sandhu Zila,Wable Chowk,Kolkata,Near Kata Chowk,Raiganj,Rourkela,Maharashtra,India,223771,H,+913852424990,H,02069045683,akarsh61@example.net,,681898614527,No,0,1
MEMBER-005727,TPA-959167,I,Vardaniya,Kiaan,Varughese,Eva Date,1977-05-29,,F,M,Indian,R,GOVT_EMP,03,H.No. 21- Ramesh Ganj,Sekhon Road,Visakhapatnam,Near Dayal Road,Narasaraopet,Siwan,Karnataka,India,287930,H.No. 21- Ramesh Ganj,Sekhon Road,Ghaziabad,Near Dayal Road,Narasaraopet,Siwan,Rajasthan,India,058789,H,+917674457455,H,+917476978497,kiarakrishnamurthy@example.org,reddyira@example.com,665412127688,No,0,0
MEMBER-005728,TPA-333861,I,Nitara,,Sidhu,Shamik Shetty,1991-03-17,,M,M,Indian,R,ENGINEER,01,777 Bora Ganj,Varkey Nagar,Ozhukarai,"Opposite Loyal, Sunder and Tara",Jodhpur,Khora ,Karnataka,India,084838,777 Bora Ganj,Varkey Nagar,Visakhapatnam,"Opposite Loyal, Sunder and Tara",Muzaffarnagar,Khora ,Assam,India,084838,M,03297992580,,+914690822132,bchandran@example.net,indrans01@example.org,377028749641,No,0,0
MEMBER-005729,TPA-408733,I,Yuvraj ,Yakshit,Chatterjee,Adira Konda,1967-12-07,,F,M,Indian,R,GOVT_EMP,07,H.No. 92 Devi Zila,Das Road,Mathura,Near Das Ganj,Agra,Anantapuram,Maharashtra,India,177654,H.No. 92 Devi Zila,Das Road,Mathura,,Agra,Anantapuram,Maharashtra,India,039864,M,08839907228,M,,sundaramcharvi@example.com,,892586066006,No,0,0
